,food_id,food_name,food_group,food_subgroup,nutri_score,nutri_score_category,hasQuality
921,870,Candy bar,Confectioneries,Candies,19,E,"['high_vitaminEGamma', 'high_vitaminB5']"
922,871,Condensed milk,Milk and milk products,Other milk products,-3,A,"['high_calcium', 'high_phosphorus', 'high_vitaminB5']"
923,872,Margarine,Fats and oils,Vegetable fats,8,C,"['high_sodium', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
924,873,Margarine-like spread,Fats and oils,Vegetable fats,3,C,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
925,874,Hummus,Dishes,Levantine cuisine,8,C,['high_vitaminB5']
926,876,Potato puffs,Dishes,Potato dishes,17,D,['high_vitaminB5']
927,877,Potato gratin,Dishes,Potato dishes,6,C,['high_vitaminB5']
928,878,Milk substitute,Baking goods,Substitutes,-1,A,[]
1126,277,Spirit,Beverages,Distilled beverages,0,B,[]
1127,279,Other alcoholic beverage,Beverages,Alcoholic beverages,0,B,[]
1347,650,Madeira wine,Beverages,Fortified wines,0,B,[]
1376,685,Water,Beverages,Waters,0,A,"['high_vitaminB5', 'high_vitaminB6']"
1479,809,Soy cream,Soy,Soy products,0,B,[]
1481,811,Molasses,Baking goods,Baking goods,0,B,"['high_potassium', 'high_iron', 'high_vitaminB5', 'high_vitaminB6']"
1565,29,Rape,Vegetables,Root vegetables,0,B,['high_vitaminEAlpha']
1857,431,Spotted seal,Aquatic foods,Pinnipeds,0,B,['high_vitaminEAlpha']
1985,574,Atlantic menhaden,Aquatic foods,Fishes,0,B,[]
2015,605,Oil palm,Herbs and Spices,Oilseed crops,0,B,['high_vitaminEAlpha']
2029,620,Thistle,Vegetables,Root vegetables,0,B,['high_vitaminEAlpha']
2088,703,Lard,Fats and oils,Animal fats,0,B,['high_vitaminD3']
2090,706,Cocoa butter,Cocoa and cocoa products,Cocoa products,0,B,['high_vitaminK1']
2175,797,Canola,Herbs and spices,Oilseed crops,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminK1']"
2176,798,Babassu palm,Herbs and Spices,Oilseed crops,0,B,['high_vitaminEAlpha']
2177,799,Cupuaçu,Herbs and Spices,Oilseed crops,0,B,[]
2178,800,Shea tree,Herbs and Spices,Oilseed crops,0,B,[]
2179,801,Oil-seed Camellia,Herbs and Spices,Oilseed crops,0,B,[]
2186,808,Shortening,Fats and oils,Vegetable fats,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
2230,857,Dripping,Fats and oils,Animal fats,6,C,['high_vitaminD3']
7923,639,Vodka,Beverages,Distilled beverages,0,B,[]
7926,642,Gin,Beverages,Distilled beverages,0,B,[]
7930,646,Rum,Beverages,Distilled beverages,0,B,[]
8145,666,Salt,Baking goods,Seasonings,10,C,['high_sodium']
8184,891,Coffee and coffee products,Coffee and coffee products,Coffee and coffee products,0,B,[]
8220,888,Cereals and cereal products,Cereals and cereal products,Cereals and cereal products,0,B,[]
8272,334,Chicken,Animal foods,Poultry,-3,A,"['high_iron', 'high_vitaminK1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB8']"
8296,505,Turkey,Animal foods,Poultry,4,C,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
8390,483,"Sheep (Mutton, Lamb)",Animal foods,Ovis,-5,A,"['high_vitaminB3', 'high_vitaminB8']"
8599,896,Fishes,Aquatic foods,Fishes,0,B,[]
8898,438,Pheasant,Animal foods,Poultry,0,B,[]
8905,491,Squab,Animal foods,Poultry,0,B,[]
8908,378,Guinea hen,Animal foods,Poultry,0,B,[]
8913,430,Ostrich,Animal foods,Poultry,0,B,[]
8935,303,Bison,Animal foods,Bovines,0,B,[]
8996,884,Alcoholic beverages,Beverages,Alcoholic beverages,0,B,[]
9005,939,Black tea,Teas,Teas,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9006,940,Green tea,Teas,Teas,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9011,1021,Herbal tea,Teas,Teas,-9,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
9029,957,Red tea,Teas,Teas,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9041,60,Robusta coffee,Coffee and coffee products,Coffee,8,C,"['high_potassium', 'high_vitaminB3', 'high_vitaminB5']"
9066,1019,White bread,Cereals and cereal products,Cereals,14,D,"['high_vitaminB5', 'high_vitaminB8']"
9097,985,Sour cream,Milk and milk products,Other milk products,0,B,[]
